director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,combined
Hironobu Sakaguchi,Steve Buscemi,Ming-Na Wen,Jean Simmons,Action Adventure Animation Fantasy Romance Sci-Fi,final fantasy: the spirits within,steve buscemi ming-na wen jean simmon hironobu sakaguchi action adventur anim fantasi romanc sci-fi
Joe Johnston,Chris Evans,Dominic Cooper,Hayley Atwell,Action Adventure Sci-Fi,captain america: the first avenger,chri evan domin cooper hayley atwel joe johnston action adventur sci-fi
Michael Apted,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,Action Adventure Thriller,the world is not enough,colin salmon maria grazia cucinotta desmond llewelyn michael apt action adventur thriller
Peter Weir,James D'Arcy,Lee Ingleby,David Threlfall,Action Adventure Drama History War,master and commander: the far side of the world,jame d'arci lee inglebi david threlfal peter weir action adventur drama histori war
George Miller,Robin Williams,Brad Pitt,Common,Animation Comedy Family Musical,happy feet 2,robin william brad pitt common georg miller anim comedi famili music
Louis Leterrier,Ty Burrell,Peter Mensah,William Hurt,Action Adventure Sci-Fi,the incredible hulk,ty burrel peter mensah william hurt loui leterri action adventur sci-fi
unknown,Don Johnson,Philip Michael Thomas,John Diehl,Action Crime Drama Mystery Thriller,miami vice            ,don johnson philip michael thoma john diehl unknown action crime drama mysteri thriller
Steven Spielberg,Mark Rylance,Penelope Wilton,Rafe Spall,Adventure Family Fantasy,the bfg,mark rylanc penelop wilton rafe spall steven spielberg adventur famili fantasi
Alejandro G. Iñárritu,Leonardo DiCaprio,Tom Hardy,Lukas Haas,Adventure Drama Thriller Western,the revenant,leonardo dicaprio tom hardi luka haa alejandro g. iñárritu adventur drama thriller western
David Soren,Ryan Reynolds,Snoop Dogg,Ben Schwartz,Adventure Animation Comedy Family Sport,turbo,ryan reynold snoop dogg ben schwartz david soren adventur anim comedi famili sport
Gore Verbinski,Johnny Depp,Ray Winstone,Stephen Root,Adventure Animation Comedy Family Western,rango,johnni depp ray winston stephen root gore verbinski adventur anim comedi famili western
Eric Darnell,Benedict Cumberbatch,Annet Mahendru,Andy Richter,Adventure Animation Comedy Family,penguins of madagascar,benedict cumberbatch annet mahendru andi richter eric darnel adventur anim comedi famili
Paul Greengrass,Matt Damon,Edgar Ramírez,Albert Finney,Action Mystery Thriller,the bourne ultimatum,matt damon edgar ramírez albert finney paul greengrass action mysteri thriller
Mark Osborne,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,Action Adventure Animation Comedy Family,kung fu panda,angelina joli pitt wayn knight dan fogler mark osborn action adventur anim comedi famili
Peyton Reed,Judy Greer,Hayley Atwell,T.I.,Action Adventure Comedy Sci-Fi,ant-man,judi greer hayley atwel t.i. peyton reed action adventur comedi sci-fi
Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,Adventure Sci-Fi Thriller,the hunger games: catching fire,jennif lawrenc josh hutcherson sandra elli lafferti franci lawrenc adventur sci-fi thriller
Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance,the twilight saga: breaking dawn - part 2,robert pattinson kristen stewart taylor lautner bill condon adventur drama fantasi romanc
Steven Spielberg,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,Adventure Sci-Fi Thriller,war of the worlds,tom cruis lisa ann walter rick gonzalez steven spielberg adventur sci-fi thriller
Michael Bay,Will Smith,Henry Rollins,Jordi Mollà,Action Comedy Crime Thriller,bad boys ii,will smith henri rollin jordi mollà michael bay action comedi crime thriller
Chris Miller,Salma Hayek,Constance Marie,Amy Sedaris,Action Adventure Animation Comedy Family Fantasy,puss in boots,salma hayek constanc mari ami sedari chri miller action adventur anim comedi famili fantasi
Phillip Noyce,Angelina Jolie Pitt,Andre Braugher,August Diehl,Action Crime Mystery Thriller,salt,angelina joli pitt andr braugher august diehl phillip noyc action crime mysteri thriller
Darren Aronofsky,Anthony Hopkins,Emma Watson,Logan Lerman,Action Adventure Drama,noah,anthoni hopkin emma watson logan lerman darren aronofski action adventur drama
Steven Spielberg,Toby Jones,Mackenzie Crook,Tony Curran,Action Adventure Family Mystery,the adventures of tintin,tobi jone mackenzi crook toni curran steven spielberg action adventur famili mysteri
Alfonso Cuarón,Daniel Radcliffe,Gary Oldman,Rupert Grint,Adventure Family Fantasy Mystery,harry potter and the prisoner of azkaban,daniel radcliff gari oldman rupert grint alfonso cuarón adventur famili fantasi mysteri
Baz Luhrmann,Essie Davis,Bryan Brown,Eddie Baroo,Adventure Drama Romance War,australia,essi davi bryan brown eddi baroo baz luhrmann adventur drama romanc war
M. Night Shyamalan,Will Smith,Zoë Kravitz,Glenn Morshower,Action Adventure Sci-Fi,after earth,will smith zoë kravitz glenn morshow m. night shyamalan action adventur sci-fi
Eric Leighton,Alfre Woodard,D.B. Sweeney,Della Reese,Adventure Animation Family Thriller,dinosaur,alfr woodard d.b. sweeney della rees eric leighton adventur anim famili thriller
Matt Birch,Rupert Grint,Dave Legeno,Ralph Ineson,Action Fantasy,harry potter and the deathly hallows: part ii,rupert grint dave legeno ralph ineson matt birch action fantasi
Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Adventure Comedy Family Fantasy,night at the museum: secret of the tomb,robin william rami malek steve coogan shawn levi adventur comedi famili fantasi
Tom McGrath,J.K. Simmons,Brad Pitt,Will Ferrell,Action Animation Comedy Family Sci-Fi,megamind,j.k. simmon brad pitt will ferrel tom mcgrath action anim comedi famili sci-fi
Chris Columbus,Daniel Radcliffe,Fiona Shaw,Verne Troyer,Adventure Family Fantasy,harry potter and the sorcerer's stone,daniel radcliff fiona shaw vern troyer chri columbu adventur famili fantasi
Robert Schwentke,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,Action Comedy Fantasy,r.i.p.d.,ryan reynold jeff bridg stephani szostak robert schwentk action comedi fantasi
Hideaki Anno,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,Action Adventure Drama Horror Sci-Fi,godzilla resurgence,mark chinneri shin'ya tsukamoto atsuko maeda hideaki anno action adventur drama horror sci-fi
Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport,Action Adventure Fantasy,pirates of the caribbean: the curse of the black pearl,johnni depp orlando bloom jack davenport gore verbinski action adventur fantasi
Matt Birch,Rupert Grint,Toby Jones,Alfred Enoch,Fantasy,harry potter and the deathly hallows: part i,rupert grint tobi jone alfr enoch matt birch fantasi
Francis Lawrence,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Adventure Sci-Fi Thriller,the hunger games: mockingjay - part 1,jennif lawrenc philip seymour hoffman josh hutcherson franci lawrenc adventur sci-fi thriller
Ron Howard,Tom Hanks,Seth Gabel,Jürgen Prochnow,Mystery Thriller,the da vinci code,tom hank seth gabel jürgen prochnow ron howard mysteri thriller
Carlos Saldanha,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,Adventure Animation Comedy Family Musical,rio 2,miguel ferrer rachel crow jeffrey garcia carlo saldanha adventur anim comedi famili music
Bryan Singer,Hugh Jackman,Bruce Davison,Aaron Stanford,Action Adventure Fantasy Sci-Fi Thriller,x-men 2,hugh jackman bruce davison aaron stanford bryan singer action adventur fantasi sci-fi thriller
Justin Lin,Paul Walker,Vin Diesel,Dwayne Johnson,Action Crime Thriller,fast five,paul walker vin diesel dwayn johnson justin lin action crime thriller
Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Paul Anderson,Action Adventure Crime Mystery Thriller,sherlock holmes: a game of shadows,robert downey jr. eddi marsan paul anderson guy ritchi action adventur crime mysteri thriller
John McTiernan,Tony Curran,Vladimir Kulich,Clive Russell,Action Adventure History,the 13th warrior,toni curran vladimir kulich clive russel john mctiernan action adventur histori
Tony Gilroy,Jeremy Renner,Scott Glenn,Stacy Keach,Action Adventure Thriller,the bourne legacy,jeremi renner scott glenn staci keach toni gilroy action adventur thriller
Joel Schumacher,Michael Gough,Vivica A. Fox,John Glover,Action,batman & robin,michael gough vivica a. fox john glover joel schumach action
Ron Howard,Clint Howard,T.J. Thyne,Molly Shannon,Comedy Family Fantasy,how the grinch stole christmas,clint howard t.j. thyne molli shannon ron howard comedi famili fantasi
Roland Emmerich,Jake Gyllenhaal,Dennis Quaid,Sela Ward,Action Adventure Sci-Fi Thriller,the day after tomorrow,jake gyllenha denni quaid sela ward roland emmerich action adventur sci-fi thriller
John Woo,Tom Cruise,Dougray Scott,Richard Roxburgh,Action Adventure Thriller,mission: impossible ii,tom cruis dougray scott richard roxburgh john woo action adventur thriller
Wolfgang Petersen,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,Action Adventure Drama Thriller,the perfect storm,karen allen mari elizabeth mastrantonio bob gunton wolfgang petersen action adventur drama thriller
Tim Story,Chris Evans,Ioan Gruffudd,Andre Braugher,Action Adventure Sci-Fi Thriller,fantastic 4: rise of the silver surfer,chri evan ioan gruffudd andr braugher tim stori action adventur sci-fi thriller
Ang Lee,Suraj Sharma,Rafe Spall,Tabu,Adventure Drama Fantasy,life of pi,suraj sharma rafe spall tabu ang lee adventur drama fantasi
Mark Steven Johnson,Nicolas Cage,Matt Long,Peter Fonda,Action Fantasy Thriller,ghost rider,nicola cage matt long peter fonda mark steven johnson action fantasi thriller
Paul Greengrass,Matt Damon,Riz Ahmed,Ato Essandoh,Action Thriller,jason bourne,matt damon riz ahm ato essandoh paul greengrass action thriller
McG,Demi Moore,Bernie Mac,Justin Theroux,Action Adventure Comedy Crime,charlie's angels: full throttle,demi moor berni mac justin theroux mcg action adventur comedi crime
Ridley Scott,Michael Fassbender,Charlize Theron,Sean Harris,Adventure Mystery Sci-Fi,prometheus,michael fassbend charliz theron sean harri ridley scott adventur mysteri sci-fi
Rob Minkoff,Nathan Lane,Brad Garrett,Melanie Griffith,Adventure Animation Comedy Family Fantasy,stuart little 2,nathan lane brad garrett melani griffith rob minkoff adventur anim comedi famili fantasi
Neill Blomkamp,Matt Damon,Sharlto Copley,Alice Braga,Action Drama Sci-Fi Thriller,elysium,matt damon sharlto copley alic braga neill blomkamp action drama sci-fi thriller
David Twohy,Vin Diesel,Alexa Davalos,Christina Cox,Action Adventure Sci-Fi Thriller,the chronicles of riddick,vin diesel alexa davalo christina cox david twohi action adventur sci-fi thriller
Lana Wachowski,Scott Porter,Kick Gurry,Nicholas Elia,Action Family Sport,speed racer,scott porter kick gurri nichola elia lana wachowski action famili sport
James L. Brooks,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,Comedy Drama Romance,how do you know,shelley conn domenick lombardozzi teyonah parri jame l. brook comedi drama romanc
James Mangold,Tom Cruise,Marc Blucas,Jordi Mollà,Action Comedy Romance,knight and day,tom cruis marc bluca jordi mollà jame mangold action comedi romanc
Joseph Kosinski,Morgan Freeman,Tom Cruise,Zoë Bell,Action Adventure Mystery Sci-Fi,oblivion,morgan freeman tom cruis zoë bell joseph kosinski action adventur mysteri sci-fi
George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,star wars: episode iii - revenge of the sith,natali portman christoph lee hayden christensen georg luca action adventur fantasi sci-fi
George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,star wars: episode ii - attack of the clones,natali portman christoph lee hayden christensen georg luca action adventur fantasi sci-fi
Pete Docter,Steve Buscemi,John Ratzenberger,James Coburn,Adventure Animation Comedy Family Fantasy,"monsters, inc.",steve buscemi john ratzenberg jame coburn pete docter adventur anim comedi famili fantasi
James Mangold,Hugh Jackman,Tao Okamoto,Rila Fukushima,Action Adventure Sci-Fi Thriller,the wolverine,hugh jackman tao okamoto rila fukushima jame mangold action adventur sci-fi thriller
George Lucas,Natalie Portman,Liam Neeson,Ian McDiarmid,Action Adventure Fantasy Sci-Fi,star wars: episode i - the phantom menace,natali portman liam neeson ian mcdiarmid georg luca action adventur fantasi sci-fi
Kirk De Micco,Ryan Reynolds,Emma Stone,Nicolas Cage,Adventure Animation Comedy Family Fantasy,the croods,ryan reynold emma stone nicola cage kirk de micco adventur anim comedi famili fantasi
Frédéric Forestier,Alain Delon,Santiago Segura,Vanessa Hessler,Adventure Comedy Family Fantasy,asterix at the olympic games,alain delon santiago segura vanessa hessler frédéric foresti adventur comedi famili fantasi
John Woo,Nicolas Cage,Roger Willie,Noah Emmerich,Action Drama War,windtalkers,nicola cage roger willi noah emmerich john woo action drama war
Cedric Nicolas-Troyan,Chris Hemsworth,Sam Claflin,Charlize Theron,Action Adventure Drama Fantasy,the huntsman: winter's war,chri hemsworth sam claflin charliz theron cedric nicolas-troyan action adventur drama fantasi
Alfonso Cuarón,Phaldut Sharma,Basher Savage,Amy Warren,Adventure Drama Sci-Fi Thriller,gravity,phaldut sharma basher savag ami warren alfonso cuarón adventur drama sci-fi thriller
Roger Donaldson,Jamie Renée Smith,Grant Heslov,Tzi Ma,Action Adventure Thriller,dante's peak,jami rené smith grant heslov tzi ma roger donaldson action adventur thriller
Dave Green,Stephen Amell,Noel Fisher,Brad Garrett,Action Adventure Comedy Sci-Fi,teenage mutant ninja turtles: out of the shadows,stephen amel noel fisher brad garrett dave green action adventur comedi sci-fi
Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Action Adventure Comedy Family Fantasy,night at the museum,robin william rami malek steve coogan shawn levi action adventur comedi famili fantasi
Brad Peyton,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,Action Adventure Drama Thriller,san andreas,dwayn johnson ioan gruffudd archi panjabi brad peyton action adventur drama thriller
Roger Spottiswoode,Vincent Schiavelli,Colin Salmon,Joe Don Baker,Action Adventure Thriller,tomorrow never dies,vincent schiavelli colin salmon joe don baker roger spottiswood action adventur thriller
Roland Emmerich,Heath Ledger,Adam Baldwin,Tom Wilkinson,Action Drama History War,the patriot,heath ledger adam baldwin tom wilkinson roland emmerich action drama histori war
Steven Soderbergh,Brad Pitt,Julia Roberts,Mini Anden,Crime Thriller,ocean's twelve,brad pitt julia robert mini anden steven soderbergh crime thriller
Doug Liman,Brad Pitt,Angelina Jolie Pitt,Stephanie March,Action Comedy Crime Romance Thriller,mr. & mrs. smith,brad pitt angelina joli pitt stephani march doug liman action comedi crime romanc thriller
Robert Schwentke,Kate Winslet,Theo James,Mekhi Phifer,Adventure Sci-Fi Thriller,insurgent,kate winslet theo jame mekhi phifer robert schwentk adventur sci-fi thriller
Martin Scorsese,Leonardo DiCaprio,Adam Scott,Frances Conroy,Biography Drama,the aviator,leonardo dicaprio adam scott franc conroy martin scorses biographi drama
Rob Letterman,James Corden,Catherine Tate,Olly Alexander,Adventure Comedy Family Fantasy,gulliver's travels,jame corden catherin tate olli alexand rob letterman adventur comedi famili fantasi
Michel Gondry,Christoph Waltz,Tom Wilkinson,Chad L. Coleman,Action Comedy Crime Sci-Fi Thriller,the green hornet,christoph waltz tom wilkinson chad l. coleman michel gondri action comedi crime sci-fi thriller
unknown,George Peppard,Dirk Benedict,Dwight Schultz,Action Adventure Crime,the a-team            ,georg peppard dirk benedict dwight schultz unknown action adventur crime
Noam Murro,Eva Green,Sullivan Stapleton,Peter Mensah,Action Drama Fantasy War,300: rise of an empire,eva green sullivan stapleton peter mensah noam murro action drama fantasi war
Raja Gosnell,Mahadeo Shivraj,Tim Gunn,Madison McKinley,Adventure Animation Comedy Family Fantasy,the smurfs,mahadeo shivraj tim gunn madison mckinley raja gosnel adventur anim comedi famili fantasi
